brand,name,year_introduced,year_discontinued,num_strings,scale_length_min_inches,scale_length_max_inches,num_frets,fret_material,is_fretless,fretboard_material,fretboard_radius,neck_construction,neck_material,neck_profile,neck_depth_1st_fret_mm,neck_depth_12th_fret_mm,nut_width_mm,body_material,body_shape,headstock_type,selector_switch,country_of_origin,bridge,nut,tuners,pickup_bridge,pickup_middle,pickup_neck
Ibanez,RG5120M,2019,,6,25.5,25.5,24,Stainless steel,false,Birdseye Maple,,Bolt-on,5-piece Maple/Walnut,Super Wizard,,,,African Mahogany,Superstrat,6-in-line,5-way,Japan,Lo-Pro Edge,Ibanez Locking Nut,Gotoh MG-T Locking,Fluence Modern H,,Fluence Modern H
Ibanez,RG7421,2013,,7,25.5,25.5,24,Nickel-silver,false,Jatoba,,Bolt-on,5-piece Maple/Walnut,Wizard,,,48.0,Basswood,Superstrat,7-in-line,5-way,Indonesia,Gibraltar Standard II-7,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Quantum Humbucker,,Quantum Humbucker
Ibanez,RG752,2012,,7,25.5,25.5,24,Nickel-silver,false,Birdseye Maple,,Bolt-on,5-piece Maple/Walnut,Wizard,,,48.0,Basswood,Superstrat,7-in-line,5-way,Japan,Lo-Pro Edge 7,Ibanez Locking Nut,Gotoh MG-T Locking 7,PAF 7,,PAF 7
Ibanez,RG8,2012,,8,27.0,27.0,24,Nickel-silver,false,Rosewood,,Bolt-on,5-piece Maple/Walnut,Wizard,,,,Basswood,Superstrat,8-in-line,5-way,Indonesia,Mono-rail 8,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,IBZ-8 Humbucker,,IBZ-8 Humbucker
Ibanez,RGD7421,2012,2014,7,26.5,26.5,24,Nickel-silver,false,Rosewood,,Bolt-on,5-piece Maple/Walnut,Wizard II,,,48.0,Basswood,Superstrat,7-in-line,5-way,Indonesia,Gibraltar Standard II-7,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Quantum Humbucker,,Quantum Humbucker
Ibanez,RGD61ALMS,2019,,6,25.5,26.8,24,Stainless steel,false,Macassar Ebony,,Bolt-on,Nyatoh,Nitro Wizard,,,,Nyatoh,Superstrat,6-in-line,3-way + push-pull,Indonesia,Mono-rail,Ibanez Plastic Nut,Gotoh MG-T Locking,Fluence Modern H,,Fluence Modern H
Ibanez,RGD71ALMS,2019,,7,25.5,27.0,24,Stainless steel,false,Macassar Ebony,,Bolt-on,Nyatoh,Nitro Wizard,,,,Nyatoh,Superstrat,7-in-line,3-way + push-pull,Indonesia,Mono-rail 7,Ibanez Plastic Nut,Gotoh MG-T Locking 7,Fluence Modern H,,Fluence Modern H
Ibanez,RGDMS8,2022,,8,25.5,27.2,24,Stainless steel,false,Macassar Ebony,,Bolt-on,5-piece Maple/Walnut,Wizard III,,,,Nyatoh,Superstrat,8-in-line,3-way + push-pull,Indonesia,Mono-rail 8,Ibanez Plastic Nut,Gotoh MG-T Locking 8,Fluence Modern H,,Fluence Modern H
Ibanez,RGA42FM,2013,,6,25.5,25.5,24,Nickel-silver,false,Jatoba,,Bolt-on,3-piece Maple,Wizard III,,,,Meranti,Superstrat,6-in-line,5-way,Indonesia,F106,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Quantum Humbucker,,Quantum Humbucker
Ibanez,S521,2015,,6,25.5,25.5,24,Nickel-silver,false,Jatoba,,Bolt-on,Maple,Wizard III,,,,Mahogany,Superstrat,6-in-line,5-way,Indonesia,Mono-rail,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Quantum Humbucker,,Quantum Humbucker
Ibanez,S5470,2007,2012,6,25.5,25.5,24,Nickel-silver,false,Rosewood,,Bolt-on,Maple/Walnut,Wizard,,,,Mahogany,Superstrat,6-in-line,5-way,Japan,Edge Zero II,Ibanez Locking Nut,Gotoh MG-T Locking,Quantum Humbucker,Resolution Single,Quantum Humbucker
Ibanez,S1070PBZ,2016,,6,25.5,25.5,24,Stainless steel,false,Panga Panga,,Bolt-on,5-piece Maple/Walnut,Wizard,,,,African Mahogany,Superstrat,6-in-line,5-way,Japan,Edge Zero II,Ibanez Locking Nut,Gotoh MG-T Locking,The Tone Zone,True Velvet,Air Norton
Ibanez,SA260FM,2016,,6,25.5,25.5,22,Nickel-silver,false,Jatoba,,Bolt-on,Maple,Wizard III,,,42.0,Okoume,Superstrat,6-in-line,5-way,China,T102,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Quantum Humbucker,Resolution Single,Resolution Single
Ibanez,AZ2402,2018,,6,25.5,25.5,24,Stainless steel,false,Roasted Maple,Compound 12-16 in,Bolt-on,Roasted Maple,Oval C,,,,Alder,Superstrat,6-in-line,5-way,Japan,T1802,Oil-Impregnated Bone Nut,Gotoh MG-T Locking,Hyperion H,,Hyperion H
Ibanez,AZ226,2020,,6,25.5,25.5,22,Stainless steel,false,Roasted Maple,,Bolt-on,Roasted Maple,Oval C,,,,Basswood,Superstrat,6-in-line,5-way,Indonesia,T1502,Graph Tech TUSQ Nut,Gotoh MG-T Locking,Hyperion H,Hyperion S,Hyperion H
Ibanez,AZES31,2021,,6,25.0,25.0,22,Nickel-silver,false,Jatoba,,Bolt-on,Maple,Oval C,,,,Poplar,Superstrat,6-in-line,5-way,China,F106,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Quantum Humbucker,Resolution Single,Resolution Single
Ibanez,AZES40,2021,,6,25.0,25.0,22,Nickel-silver,false,Jatoba,,Bolt-on,Maple,Oval C,,,,Poplar,Superstrat,6-in-line,5-way,China,T102,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Quantum Humbucker,Resolution Single,Resolution Single
Ibanez,AZ47P1QM,2021,,7,25.5,25.5,24,Stainless steel,false,Ebony,,Bolt-on,Roasted Maple,Oval C,,,,Basswood,Superstrat,7-in-line,5-way + push-pull,Indonesia,T1872S,Graph Tech TUSQ Nut,Gotoh MG-T Locking 7,Tone Zone S,True Velvet S,Air Norton S7
Ibanez,JEM7V,1993,,6,25.5,25.5,24,Nickel-silver,false,Rosewood,,Bolt-on,5-piece Maple/Walnut,Wizard,,,,Alder,Superstrat,6-in-line,5-way,Japan,Edge Tremolo,Ibanez Locking Nut,Ibanez Die-Cast Tuners,Evolution Humbucker,Evolution Single,Evolution Humbucker
Ibanez,UV777,1991,2011,7,25.5,25.5,24,Nickel-silver,false,Maple,,Bolt-on,Maple,Wizard,,,,Basswood,Superstrat,7-in-line,5-way,Japan,Lo-Pro Edge 7,Ibanez Locking Nut,Ibanez Die-Cast Tuners,Blaze II Humbucker,Blaze II Single,Blaze II Humbucker
Ibanez,IC520,2016,,6,24.75,24.75,24,Nickel-silver,false,Rosewood,,Set-neck,Mahogany,Wizard,,,,Mahogany,Iceman,3+3,3-way toggle,China,Gibraltar Standard II,Ibanez Locking Nut,Ibanez Die-Cast Tuners,The Tone Zone,,Air Norton
Ibanez,AS73,2002,,6,24.7,24.7,22,Nickel-silver,false,Rosewood,,Set-neck,Mahogany,Wizard,,,,Mahogany,Semi-hollow,3+3,3-way toggle,China,ART-1,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Classic Elite,,Classic Elite
Ibanez,AF75,2002,,6,24.7,24.7,20,Nickel-silver,false,Rosewood,,Set-neck,Mahogany,Wizard,,,,Mahogany,Hollowbody,3+3,3-way toggle,China,ART-1,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Artcore Humbucker,,Artcore Humbucker
Ibanez,AS93FM,2018,,6,24.75,24.75,22,Nickel-silver,false,Ebony,,Set-neck,Mahogany/Maple,Wizard,,,,Mahogany,Semi-hollow,3+3,3-way toggle,China,ART-1,Ibanez Plastic Nut,Ibanez Die-Cast Tuners,Super 58 Custom,,Super 58 Custom
Jackson,JS Series Kelly JS32,,2019,6,25.5,25.5,24,,false,,Compound 12-16 in,Bolt-on,Maple,Speed Neck,19.7,21.2,42.9,Poplar,Kelly,6-in-line,3-way toggle,,FR Licensed Jackson Double-Locking Tremolo,FR Licensed Jackson Locking Nut,Jackson Sealed Die-Cast,High-Output Humbucker,,High-Output Humbucker
Jackson,JS Series Warrior JS32,,2019,6,25.5,25.5,24,,false,,Compound 12-16 in,Bolt-on,Maple,Speed Neck,,,42.9,Poplar,Warrior,6-in-line,3-way toggle,,FR Licensed Jackson Double-Locking Tremolo,FR Licensed Jackson Locking Nut,Jackson Sealed Die-Cast,High-Output Humbucker,,High-Output Humbucker
Jackson,JS Series Rhoads MAH JS32,,2020,6,25.5,25.5,24,,false,,Compound 12-16 in,Bolt-on,Maple,Speed Neck,19.7,21.2,42.9,Mahogany,Rhoads,6-in-line,3-way toggle,,FR Licensed Jackson Double-Locking Tremolo,FR Licensed Jackson Locking Nut,Jackson Sealed Die-Cast,High-Output Humbucker,,High-Output Humbucker
Jackson,X Series Soloist SLX DX,2021,,6,25.5,25.5,24,,false,Laurel,Compound 12-16 in,Neck-through,Maple,Speed Neck,,,42.9,Poplar,Soloist,6-in-line,3-way,,FR Special Double-Locking Tremolo,FR Special Locking Nut,Jackson Sealed Die-Cast,HB-103B,,HB-103N
Jackson,X Series Soloist SLXM DX,2022,,6,25.5,25.5,24,,false,Laurel,Compound 12-16 in,Neck-through,Maple,Speed Neck,,,42.9,Poplar,Soloist,6-in-line,3-way,,FR Special Double-Locking Tremolo,FR Special Locking Nut,Jackson Sealed Die-Cast,HB-103B,,HB-103N
Jackson,Pro Series Soloist SL2Q MAH,,2021,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Neck-through,Maple,Speed Neck,,,42.9,Mahogany,Soloist,6-in-line,5-way blade,,FR 1000 Series Double-Locking Tremolo,FR Special Locking Nut,Jackson Sealed Die-Cast,Distortion TB-6,,Distortion SH-6N
Jackson,Pro Series Rhoads RR3,,2020,6,25.5,25.5,22,,false,Ebony,Compound 12-16 in,Neck-through,Maple,Speed Neck,,,42.9,Mahogany,Rhoads,6-in-line,3-way toggle,,FR 1000 Series Double-Locking Tremolo,FR 1000 Series Locking Nut,Jackson Sealed Die-Cast,Distortion TB-6,,Distortion SH-6N
Jackson,Pro Series King V KV,,2021,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Neck-through,Maple,Speed Neck,,,42.9,Mahogany,King V,6-in-line,3-way toggle,,FR 1000 Series Double-Locking Tremolo,FR 1000 Series Locking Nut,Jackson Sealed Die-Cast,Distortion TB-6,,Distortion SH-6N
Jackson,Pro Series King V KVTMG,,2022,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Neck-through,Maple,Speed Neck,,,42.9,Mahogany,King V,6-in-line,3-way toggle,,FR 1000 Series Double-Locking Tremolo,FR 1000 Series Locking Nut,Jackson Sealed Die-Cast,Distortion TB-6,,Distortion SH-6N
Jackson,Pro Series Signature Misha Mansoor Juggernaut HT6,,2021,6,25.5,25.5,24,,false,Maple,20 in,Bolt-on,Maple,Speed Neck,,,43.2,Basswood,Dinky,6-in-line,5-way blade,,HT6 String-Through Hardtail,TUSQ XL Nut,Jackson Sealed Die-Cast Locking,MM1 Humbucker,,MM1 Humbucker
Jackson,Pro Series Signature Misha Mansoor Juggernaut HT7,,2021,7,26.5,26.5,24,,false,Maple,20 in,Bolt-on,Maple,Speed Neck,,,44.5,Basswood,Dinky,7-in-line,5-way blade,,HT7 String-Through Hardtail,TUSQ XL Nut,Jackson Sealed Die-Cast Locking,MM1 Humbucker,,MM1 Humbucker
Jackson,Pro Series Signature Misha Mansoor Juggernaut HT7P,,2022,7,26.5,26.5,24,,false,Maple,20 in,Bolt-on,Maple,Speed Neck,,,44.5,Basswood,Dinky,7-in-line,5-way blade,,HT7 String-Through Hardtail,TUSQ XL Nut,Jackson Sealed Die-Cast Locking,MM1 Humbucker,,MM1 Humbucker
Jackson,Pro Series Signature Chris Broderick Soloist 6,,2022,6,25.5,25.5,24,,false,Laurel,12 in,Neck-through,Maple,Speed Neck,,,42.9,Mahogany,Soloist,Reverse 6-in-line,3-way toggle,,FR Special Double-Locking Tremolo,FR Locking Nut,Jackson Sealed Die-Cast,CB6 Humbucker,,CB6 Humbucker
Jackson,Pro Series Signature Chris Broderick Soloist 7,,2022,7,25.5,25.5,24,,false,Laurel,12 in,Neck-through,Maple,Speed Neck,,,44.5,Mahogany,Soloist,Reverse 6-in-line,3-way toggle,,FR Special 7-String Double-Locking Tremolo,FR Locking Nut,Jackson Sealed Die-Cast,CB7 Humbucker,,CB7 Humbucker
Jackson,Pro Plus Series Soloist SL2,,2022,6,25.5,25.5,24,Stainless steel,false,Ebony,Compound 12-16 in,Neck-through,Maple,Speed Neck,,,42.9,Okoume,Soloist,6-in-line,5-way blade,,FR 1000 Series Double-Locking Tremolo,FR Special Locking Nut,Jackson Sealed Die-Cast,Distortion TB-6,,Distortion SH-6N
Jackson,Pro Plus Series Rhoads RR24,,2022,6,25.5,25.5,24,Stainless steel,false,Ebony,Compound 12-16 in,Neck-through,Maple/Walnut,Speed Neck,,,42.9,Okoume,Rhoads,6-in-line,3-way toggle,,FR 1000 Series Double-Locking Tremolo,FR 1000 Series Locking Nut,Jackson Sealed Die-Cast,Distortion TB-6,,Distortion SH-6N
Jackson,Pro Plus Series Signature Chris Broderick Soloist 6,,2023,6,25.5,25.5,24,Stainless steel,false,Ebony,Compound 12-16 in,Neck-through,3-piece Maple,Speed Neck,,,42.9,Mahogany,Soloist,Reverse 6-in-line,3-way toggle,,GE1996T Double-Locking Tremolo,FR Locking Nut,Jackson Sealed Die-Cast,CB6 Humbucker,,CB6 Humbucker
Jackson,Pro Plus Series Signature Chris Broderick Soloist 7,,2023,7,25.5,25.5,24,Stainless steel,false,Ebony,12 in,Neck-through,3-piece Maple,Speed Neck,,,44.5,Mahogany,Soloist,Reverse 6-in-line,3-way toggle,,GE1996T-7 Double-Locking Tremolo,FR Locking Nut,Jackson Sealed Die-Cast,CB7 Humbucker,,CB7 Humbucker
Jackson,Pro Series DK Modern HT6 MS,,2022,6,25.5,26.5,24,,false,Ebony,Compound 12-16 in,Bolt-on,Maple/Wenge,Speed Neck,,,42.9,Basswood,Dinky,Reverse 6-in-line,3-way,,Hipshot 6 Fixed Bridge,TUSQ XL Nut,Gotoh Locking,Fluence Modern PRF-MH7,,Fluence Modern PRF-MH7
Jackson,Pro Series DK Modern Ash HT6,,2022,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Bolt-on,Maple/Wenge,Speed Neck,,,42.9,Ash,Dinky,Reverse 6-in-line,5-way blade,,Hipshot 6 Fixed Bridge,TUSQ XL Nut,Gotoh Locking,Fluence Modern PRF-MH7,,Fluence Modern PRF-MH7
Jackson,Pro Series DK2,,2020,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Bolt-on,Maple,Speed Neck,,,42.9,Alder,Dinky,6-in-line,5-way blade,,FR 1000 Series Double-Locking Tremolo,FR R3 Locking Nut,Jackson Sealed Die-Cast,JB TB-4,,59 SH-1N
Jackson,MJ Series Soloist SL2,,2021,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Neck-through,3-piece Maple,Speed Neck,,,42.9,Alder,Soloist,6-in-line,3-way toggle,Japan,GE1996T Double-Locking Tremolo,FR R3 Locking Nut,Gotoh Sealed Die-Cast,JB TB-4,,Jazz SH-2N
Jackson,American Series Soloist SL3,,2021,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Neck-through,3-piece Maple,Speed Neck,,,42.9,Alder,Soloist,6-in-line,5-way blade,USA,FR 1500 Series Double-Locking Tremolo,FR R3 Locking Nut,Gotoh MG-T Locking,JB TB-4,Flat Strat SSL-6 RWRP,Flat Strat SSL-6
Jackson,American Series Soloist SL2MG HT,,2022,6,25.5,25.5,24,Stainless steel,false,Ebony,Compound 12-16 in,Neck-through,3-piece Maple,Speed Neck,,,42.9,Alder,Soloist,6-in-line,3-way,USA,Hipshot 6 Fixed Bridge,TUSQ XL Nut,Gotoh MG-T Locking,81,,85
Jackson,American Series Rhoads RR24,,2021,6,25.5,25.5,24,Stainless steel,false,Ebony,Compound 12-16 in,Neck-through,3-piece Maple,Speed Neck,,,42.9,Alder,Rhoads,Reverse 6-in-line,3-way,USA,FR 1500 Series Double-Locking Tremolo,FR 1500 Series Locking Nut,Gotoh MG-T Locking,JB TB-4,,59 SH-1N
Jackson,USA Select King V KV2,,2020,6,25.5,25.5,24,,false,Ebony,Compound 12-16 in,Neck-through,Quartersawn Maple,Speed Neck,,,42.9,Alder,King V,6-in-line,3-way,USA,FR Original Double-Locking Tremolo,FR Original Locking Nut,Jackson Sealed Die-Cast,JB TB-4,,59 SH-1N
Kramer,The 84,2021,,6,25.5,25.5,22,Nickel-silver,false,Maple,12 in,Bolt-on,Maple,Slim C,,,41.3,Alder,Superstrat,6-in-line,None,Indonesia,Floyd Rose 1000 Series Tremolo,Floyd Rose R2 Locking Nut,Floyd Rose R2 Locking Nut Tuners,Kramer USA Eruption T Humbucker,,
Kramer,Baretta,2021,,6,25.5,25.5,22,Nickel-silver,false,Maple,14 in,Bolt-on,Maple,Slim C,,,41.3,Maple,Superstrat,6-in-line,None,Indonesia,Floyd Rose 1000 Series Tremolo,Floyd Rose R2 Locking Nut,Floyd Rose R2 Locking Nut Tuners,Seymour Duncan JB SH-4,,
Kramer,Baretta Special,2021,,6,25.5,25.5,22,Nickel-silver,false,Maple,12 in,Bolt-on,Maple,Slim C,,,42.7,Mahogany,Superstrat,6-in-line,None,China,Kramer Traditional Tremolo,Kramer Plastic Nut,Kramer Deluxe Die-Cast Tuners,Kramer Alnico 5 HB-1 Humbucker,,
Kramer,Pacer Classic,2022,,6,25.5,25.5,22,Nickel-silver,false,Maple,12 in,Bolt-on,Maple,Slim C,,,41.3,Alder,Superstrat,6-in-line,3-way toggle,China,Floyd Rose Licensed Tremolo,Floyd Rose R2 Locking Nut,Kramer Die Cast Tuners,Kramer Alnico 5 Classic Humbucker,,Kramer Alnico 5 Classic Humbucker
Kramer,Pacer Vintage,2021,,6,25.5,25.5,22,Nickel-silver,false,Maple,14 in,Bolt-on,Maple,Slim C,,,41.3,Maple,Superstrat,6-in-line,3-way toggle,Indonesia,Floyd Rose 1000 Series Tremolo,Floyd Rose R2 Locking Nut,Kramer Deluxe Die-Cast Tuners,Seymour Duncan JB SH-4,,Seymour Duncan JN
Kramer,Pacer Deluxe,2025,,6,25.5,25.5,22,Nickel-silver,false,Maple,,Bolt-on,Roasted Maple,Modern C,,,41.3,Alder,Superstrat,6-in-line,5-way,,Floyd Rose 1000 Series Tremolo,Floyd Rose R2 Locking Nut,Floyd Rose R2 Locking Nut Tuners,Kramer USA Golden Classic Humbucker,Kramer USA Triton Noiseless Single-Coil,Kramer USA Triton Noiseless Single-Coil
Kramer,SM-1,2021,,6,25.5,25.5,24,Nickel-silver,false,Ebony,14 in,Neck-through,Mahogany,Slim C,,,41.3,Mahogany,Superstrat,6-in-line,5-way,Indonesia,Floyd Rose 1000 Series Tremolo,Floyd Rose R2 Locking Nut,Kramer Die Cast Mini Tuners,Seymour Duncan JB SH-4,Seymour Duncan Cool Rails,Seymour Duncan Cool Rails
Kramer,SM-1 H,2022,,6,25.5,25.5,24,Nickel-silver,false,Ebony,,Neck-through,Mahogany,Slim C,,,41.3,Mahogany,Superstrat,6-in-line,None,Indonesia,Floyd Rose 1000 Series Tremolo,Floyd Rose R2 Locking Nut,Kramer Die Cast Mini Tuners,Seymour Duncan JB SH-4,,
Kramer,Assault 220,2018,,6,25.5,25.5,24,Nickel-silver,false,Ebony,14 in,Set-neck,Mahogany,Slim C,,,41.3,Mahogany,Single-cut,6-in-line,3-way,Indonesia,Floyd Rose Licensed Tremolo,Floyd Rose R2 Locking Nut,Kramer Die Cast Mini Tuners,Kramer Alnico 5 HB-1 Humbucker,,Kramer Alnico 5 HB-1 Humbucker
Kramer,Nightswan,2022,,6,24.748,24.748,24,Nickel-silver,false,Ebony,16 in,Bolt-on,Maple,C-Shape,,,41.3,Mahogany,Superstrat,6-in-line,3-way,Indonesia,Floyd Rose 1000 Series Tremolo,Floyd Rose R2 Locking Nut,Kramer Die Cast Mini Tuners,Seymour Duncan JB SH-4,,Seymour Duncan JB SH-4
Kramer,Charlie Parra Vanguard,2021,,6,24.724,24.724,24,Nickel-silver,false,Ebony,,Bolt-on,3-piece Maple,Slim C,20.1,22.7,43.0,Mahogany,Flying V,6-in-line,3-way toggle,Indonesia,Kramer LockTone Tune-O-Matic,Kramer Plastic Nut,Kramer Die Cast Mini Tuners,EMG 57,,EMG 66
Kramer,Striker HSS,2022,,6,25.5,25.5,24,Nickel-silver,false,Indian Laurel,,Bolt-on,Maple,Slim C,,,41.3,Mahogany,Superstrat,6-in-line,5-way,China,Floyd Rose Licensed Tremolo,Floyd Rose R2 Locking Nut,Kramer Die Cast Tuners,Kramer Alnico 5 HB-1 Humbucker,Kramer Alnico 5 SC-1 Single-Coil,Kramer Alnico 5 SC-1 Single-Coil
Kramer,Focus VT-211S,2021,,6,25.5,25.5,21,Nickel-silver,false,Maple,12 in,Bolt-on,Maple,Slim C,,,42.7,Mahogany,Superstrat,6-in-line,5-way,China,Kramer Traditional Tremolo,Kramer Plastic Nut,Kramer Die Cast Tuners,Kramer Alnico 5 HB-1 Humbucker,Kramer Alnico 5 SC-1 Single-Coil,Kramer Alnico 5 SC-1 Single-Coil
Mayones,Regius Core 6,,,6,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Neck-through,,,20.5,21.5,43.0,Swamp Ash/Maple Top,Superstrat,6-in-line,3-way,Poland,Gotoh 510 6-String Fixed,Graph Tech Black TUSQ 6,Hipshot GripLock 6,Velvetrone Ironside 6,,Velvetrone Solium 6
Mayones,Regius Core 7,,,7,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Neck-through,,,20.5,21.5,,Swamp Ash/Maple Top,Superstrat,7-in-line,3-way,Poland,Hipshot Fixed 7,Graph Tech Black TUSQ 7,Hipshot GripLock 7,Velvetrone Ironside 7,,Velvetrone Solium 7
Mayones,Regius Core Classic 8,,,8,27.0,27.0,24,Stainless steel,false,Ebony,16 in,Neck-through,,,,,,Swamp Ash/Maple Top,Superstrat,8-in-line,3-way,Poland,Hipshot Fixed 8,Graph Tech Black TUSQ 8,Hipshot GripLock 8,BKP TKO 8,,BKP TKO 8
Mayones,Regius 6,,,6,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Neck-through,,,20.5,21.5,43.0,Swamp Ash/Maple Top,Superstrat,6-in-line,3-way,Poland,Hipshot Fixed 6,Graph Tech Black TUSQ 6,Hipshot GripLock 6,BKP TKO 6 Bridge,,BKP TKO 6 Neck
Mayones,Regius 7,,,7,26.5,26.5,24,Stainless steel,false,Ebony,16 in,Neck-through,,,20.5,21.5,49.0,Swamp Ash/Maple Top,Superstrat,7-in-line,3-way,Poland,Hipshot Fixed 7,Graph Tech Black TUSQ 7,Hipshot GripLock 7,BKP TKO 7 Bridge,,BKP TKO 7 Neck
Mayones,Regius 8,,,8,28.0,28.0,24,Stainless steel,false,Ebony,16 in,Neck-through,,,,,,Swamp Ash/Maple Top,Superstrat,8-in-line,3-way,Poland,Hipshot Fixed 8,Graph Tech Black TUSQ 8,Hipshot GripLock 8,Velvetrone Ironside 8,,Velvetrone Solium 8
Mayones,Duvell Elite 6,,,6,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,20.0,21.0,43.5,Mahogany/Flamed Maple Top,Superstrat,6-in-line,3-way,Poland,Hipshot Fixed 6,Graph Tech Black TUSQ 6,Hipshot GripLock 6,BKP TKO 6 Bridge,,BKP TKO 6 Neck
Mayones,Duvell Elite 7,,,7,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,20.5,21.5,,Swamp Ash/Maple Top,Superstrat,7-in-line,3-way,Poland,Hipshot Fixed 7,Graph Tech Black TUSQ 7,Hipshot GripLock 7,BKP TKO 7 Bridge,,BKP TKO 7 Neck
Mayones,Duvell Elite VF 7,,,7,25.4,27.0,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,20.5,21.5,43.0,Mahogany/Maple Top,Superstrat,7-in-line,3-way,Poland,ABM Single Saddle VF 7,Graph Tech Black TUSQ 7,Hipshot GripLock 7,BKP Aftermath 7 Bridge,,BKP Aftermath 7 Neck
Mayones,Duvell BL 6,,,6,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,,,43.0,,Superstrat,6-in-line,3-way,Poland,Hipshot Fixed 6,Graph Tech Black TUSQ 6,Hipshot GripLock 6,SD Nazgul Bridge,,SD Sentient Neck
Mayones,Duvell BL 7,,,7,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,,,48.5,,Superstrat,7-in-line,3-way,Poland,Hipshot Fixed 7,Graph Tech Black TUSQ 7,Hipshot GripLock 7,SD Nazgul 7,,SD Sentient 7
Mayones,Setius GTM 6,,,6,25.4,25.4,24,Nickel-silver,false,Ebony,16 in,Bolt-on,,,20.5,21.5,43.0,Mahogany/Flamed Maple Top,Superstrat,6-in-line,3-way,Poland,Mayones TOM String-Thru,Graph Tech Black TUSQ 6,Schaller M6 Mini 3+3,SD SH-4 JB,,SD SH-2 Jazz
Mayones,Setius GTM 7,,,7,25.4,25.4,24,Nickel-silver,false,Rosewood,16 in,Bolt-on,,,20.5,21.5,49.0,Mahogany/Flamed Maple Top,Superstrat,7-in-line,3-way,Poland,Mayones TOM String-Thru,Graph Tech Black TUSQ 7,Schaller M6 Mini 4+3,BKP Rebel Yell 7 Bridge,,BKP VHII 7 Neck
Mayones,Hydra Elite 6,,,6,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,,,43.5,Mahogany/Maple Top,Superstrat,Headless,3-way,Poland,ABM Single Saddle 6,Graph Tech Black TUSQ 6,Hipshot GripLock 6,SD Nazgul Bridge,,SD Sentient Neck
Mayones,Hydra Elite VF 6,,,6,25.4,27.0,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,,,43.5,Mahogany/Maple Top,Superstrat,Headless,5-way,Poland,ABM Single Saddle VF 6,Graph Tech Black TUSQ 6,Hipshot GripLock 6,Fishman Fluence Modern 6,,Fishman Fluence Modern 6
Mayones,Hydra Elite 7,,,7,25.4,25.4,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,20.0,,48.5,Mahogany/Maple Top,Superstrat,Headless,3-way,Poland,ABM Single Saddle 7,Graph Tech Black TUSQ 7,Hipshot GripLock 7,SD Nazgul 7 Bridge,,SD Sentient 7
Mayones,Hydra Elite VF 7,,,7,25.4,27.0,24,Stainless steel,false,Ebony,16 in,Bolt-on,,,20.5,21.5,48.5,Mahogany/Maple Top,Superstrat,Headless,5-way,Poland,ABM Single Saddle VF 7,Graph Tech Black TUSQ 7,Hipshot GripLock 7,Fishman Fluence Modern 7,,Fishman Fluence Modern 7
Mayones,Aquila Elite V24 6,,,6,25.4,25.4,24,Stainless steel,false,Ebony,12 in,Bolt-on,,,22.0,23.0,43.5,Swamp Ash/Maple Top,Superstrat,6-in-line,5-way,Poland,Gotoh 510 Tremolo,Graph Tech Black TUSQ 6,Gotoh 510 Locking 6,Velvetrone Chori,Velvetrone Lionheart,Velvetrone Lionheart
Mayones,Legend V22 6,,,6,25.4,25.4,22,Stainless steel,false,Maple,16 in,Set-neck,,,20.5,21.5,43.0,Alder/Maple Top,Single-cut,6-in-line,3-way,Poland,Hipshot Fixed 6,Graph Tech Black TUSQ 6,Schaller Locking 6,SD TB-4 JB,,SD SH-2 Jazz
Schecter,C-1 Custom,,2020,6,24.75,24.75,24,Nickel-silver,false,Ebony,14 in,Set-neck,Mahogany,Thin C,20.1,22.1,42.0,Mahogany/Quilted Maple Top,Superstrat,6-in-line,3-way,South Korea,TonePros T3BT TOM,Black TUSQ XL Nut,Schecter Locking Tuners 6,SH-11 Custom Custom,,SH-1N 59
